"sample","B.cells.naive","B.cells.memory","Plasma.cells","T.cells.CD8","T.cells.CD4.naive","T.cells.CD4.memory.resting","T.cells.CD4.memory.activated","T.cells.follicular.helper","T.cells.regulatory..Tregs.","T.cells.gamma.delta","NK.cells.resting","NK.cells.activated","Monocytes","Macrophages.M0","Macrophages.M1","Macrophages.M2","Dendritic.cells.resting","Dendritic.cells.activated","Mast.cells.resting","Mast.cells.activated","Eosinophils","Neutrophils"
"SL371562",0,0.0572739354596525,0.0476705140593799,0.0597801786858998,0,0.443598666194397,0,0,0,0,0.0386690619496142,0,0.0350577561019763,0.0827667935692157,0,0.117716848147366,0.0141425575204088,0.0205761494620127,0,0.0827475388500768,0,0
"SL372353",0,0.0871276828211885,0.188441901039456,0.0388413287472917,0,0.442919817741433,0,0,0,0,0,0,0.0451145204998512,0,0.000162696661757767,0.0685472716242378,0,0.00528289570362998,0,0.0815179782956187,0.00634806413706859,0.0356958427284663
"SL372377",0,0.0668885531095395,0.0675740022999758,0.0537279634359936,0,0.234668043168463,0.126316395875932,0,0,0,0.0405913041191616,0,0.0216281988974733,0.167464467628953,0.0362789246020649,0.151414354083014,0.0182553027740892,0,0.0110328794626656,0,0.00415961054267417,0
"SL372378",0,0.00718090762434433,0.0102709096495385,0,0,0.119714961273305,0,0.00850743386130185,0,0,0.0267926855438838,0,0,0.247535940501647,0,0.00549806988810763,0,0.0799117232216655,0,0.452989260399304,0.00740769443415727,0.0341904136027447
"SL372393",0,0.0978984812757902,0.0200203964059852,0.0155716171537826,0.00215733929721106,0.257963569664597,0.0518831432434095,0,0,0,0.0225107145439211,0,0.0301279726253502,0.1683097200142,0.00540225696297897,0.181743513597431,0,0.0575202851767145,0.0283577661946808,0.0193988010194449,0.041134422824503,0
"SL372422",0.106769963017772,0.40345760525967,0.0337683623061287,0.0102091271864169,0.00242745904326387,0.249308365866806,0.0219911493600317,0.00130723527039797,0,0,0.0304338277872486,0,0,0.0670869246151444,0.00278325550807924,0.0465284692153915,0,0,0.0110000144289251,0.0062970622347809,0.00663117889994343,0
"SL372442",0,0.142180233864559,0.147782294037294,0,0,0.275856894723177,0.116880931070602,0.00588275148218758,0,0,0.0679287301294789,0,0,0.122021763042022,0.0068357556875923,0.0457289320044719,0,0.0120539811796124,0.00978149763391471,0.047066235145088,0,0
"SL372464",0,0.130371331672938,0.00747103607196225,0,0,0.339899406545783,0,0,0,0,0,0.0555817522077266,0.0423338373664386,0.0727690195692097,0,0,0.242263438717671,0,0.0042809809189492,0.0770044528785289,0.0280247440507929,0
"SL372485",0,0.185453199456106,0.0995889357514021,0.0184166667528539,0.0247456310442768,0.0828642089394903,0.00298721239427512,0.00111621022539547,0,0,0,0.00571039167659462,0.0134203008216698,0.263783769964266,0,0.0324048248147298,0,0,0,0.227392177614811,0.0114895973831796,0.0306268731609494
"SL372489",0,0.185827982778897,0.0750671823251767,0.0549615859604749,0,0.298767877346781,0.0747778216690513,0,0,0,0.0280692721507401,0,0.0170295304992044,0.0927332815498621,0.0102474107408392,0.0502882254238296,0,0.000534173286571211,0,0.111695656268572,0,0
"SL373334",0,0.031633719003378,0.0730592132700105,0,0,0.151549256367645,0.0190196878446849,0.0692673246067235,0,0,0.0286362928668403,0,0,0.289959718181859,0.00681274323736181,0.0707605288473373,0.0128403924038108,0.0392539507160362,0,0.174724174935763,0,0.0324829977185492
"SL373341",0,0.084271064925831,0.0400455430382261,0,0.00990287028195493,0.230313844830642,0,0,0,0,0.0277111173955396,0,0.0213883927982052,0.20304327531238,0.0116998358868604,0.245604487088462,0.0157039726554227,0.0201524894014969,0,0.0578447441422728,0.0175512734885082,0.0147670887541988
"SL373378",0,0.0385634294815812,0.116106285123108,0,0,0.315438933446609,0.0735808856936494,0,0,0,0.105337750777598,0,0.00305555845862141,0.186785882419436,0.018544880788164,0.00307941421697912,0,0.0445841184019463,0,0.0918000449955918,0.00312281619671552,0
"SL373379",0,0.0143786790105967,0.00354792934272093,0,0.0105446399264777,0.0888692928757382,0,0,0,0,0.01874258836792,0,0.00237079445819221,0.341159709757021,0.0040926305408175,0.23723460302932,0.0310601471238188,0.0340815793596755,0.131817619436312,0.0763433857270432,0,0.00575640104434605
"SL373383",0.0713628055255151,0,0.156355532682798,0.0361833744893163,0,0.225073307225812,0.0669730909498167,0,0,0,0,0,0.0093373541345609,0.218300916110242,0.0330432401692779,0.0107799159926678,0.00942253163123417,0.0341797656960419,0,0.0863998885025554,0.0425882768901618,0
"SL373399",0.115196608826998,0,0.115885272465697,0.0240793940434303,0,0.380624348551569,0,0,0,0,0.0759277424412903,0,0.0100451626358533,0.0864496880560843,0,0.0718891979397316,0,0.0332239718865479,0,0.0825878305637236,0.00409078258907548,0
"SL373402",0.00308297712830064,0.0772027285748757,0.00132306327098175,0.00797978683915729,0,0.390228307690038,0.000264692311599732,0,0,0,0.078900862323856,0,0.0218850504703131,0.222057612578442,0.005890560868571,0.0150867065190111,0.00192885333376545,0.00744482379108788,0,0.145366627534438,0.0213573467655627,0
"SL373413",0,0.0816250196377218,0.039346411445024,0.0497183951974029,0,0.196057605231555,0.199057189648035,0,0,0,0.0737833085647553,0,0.00405471256495891,0.149193499192238,0,0.0417762341673636,0,0.032032744113008,0,0.104860841429215,9.2034261307301e-05,0.0284020045474165
"SL375723",0,0.0644263908412792,0.0240892396868236,0.0702803926121644,0,0.227472072612963,0.0577418625736886,0,0,0,0.0214459612422493,0,0.00673008565284534,0.215871716583145,0,0.13750703265899,0,0.0230890239456789,0,0.0675936717111151,0.0722429350098597,0.0115096148691978
"SL375724",0.107570997704423,0.0854762536921832,0.188413721460545,0.0737915836117019,0,0.198367515754906,0,0.0415657019261811,0,0,0.0318061813770431,0,0.0926793367905548,0.0413006372271745,0,0.0363216309742517,0,0.0171597671922139,0,0.0604695294445287,0.00540145077792712,0.019675692066366
"SL375732",0,0.0741203965455768,0.020678195138049,0.104707746141306,0,0.202582780449389,0.0832990256976261,0.0287324020017328,0,0,0,0.015457031256438,0.0143356790596787,0.0615238714713355,0.0607428249070252,0.132361153784141,0.109945738515902,0,0,0.078869703392644,0.0126434516391554,0
"SL375735",0.273315141394054,0.0670743663882016,0,0.107570632312625,0.00652263797776212,0.32028390843975,0.014980162082975,0.0125570724981094,0,0,0.0214159748803262,0,0.0285277351361308,0.0682913720733542,0.0176944135128384,0.0510252771719411,0,0.000995355465338945,0,0.00827343827054979,0.00147251239604385,0
"SL375758",0,0.147060662036657,0.0345356128913472,0.0490643085546405,0,0.180351001476069,0.121185391081672,0,0,0,0.0211715172430621,0,0.00747132627308766,0.105863685815008,0.00569766106060743,0.151684743266521,0.00262741732457676,0.00114100952986126,0.139840642314584,0.0323050211323061,0,0
"SL376867",0.173868092553099,0,0.0165154924319158,0,0,0.135186716588823,0.00324341958726019,0.00664984770164698,0.00481536892499835,0,0.0394434490647491,0,0,0.532576261351236,0.00398212968240051,0.0461667352078272,0,0,0,0.034205673975119,0,0.00334681293092481
"SL376884",0.170117698001958,0,0.0777769363688596,0.0604182847839201,0,0.277072699720739,0.0526046566190686,0.0264133341796599,0,0,0.00243097431726897,0,0.0282863114375099,0.0248274323590787,0.0161060567959884,0.0376845447262106,0.0189301447969997,0.0636139854964064,0,0.102447191570264,0.0412697488260685,0
"SL376913",0,0.0251857427734398,0.0397368829786677,0.0646448276060842,0,0.151925602769001,0.0141665592591692,0.00590389626400629,0,0,0.0228294337011478,0.0179801000166451,0.0732716857607608,0.217537587172748,0,0.191962074486538,0.0170374929558631,0.0264089986656451,0.042282502254709,0.0394331248061187,0.0369095659458106,0.0127839225836465
"SL376914",0.124066055212578,0,0.000974873532386597,0,0.0304512742722363,0.445309266835808,0,0,0,0,0.0334091379330552,0,0.057014077941847,0.0757061593819751,0.00270412817426578,0.133200385550227,0,0,0,0.0479010110586129,0.0492636301070085,0
"SL376932",0.0407937001365994,0,0.107192422560832,0.0318526938799746,0,0.337596588773004,0.0292116550450845,0,0,0,0.0521799294251519,0,0.0100511073382297,0.0720877861213128,0,0.159142690191907,0.020641946807062,0.054311078537323,0.0281202341408206,0.0568181670426982,0,0
"SL378358",0,0.233033861279969,0.0410894236836128,0.0337010470044213,0,0.33482147578415,0.0111857482171769,0.00686412506446597,0,0,0,0.0300641584058198,0.0150747387376258,0.0431944079294771,0.0662407023609673,0.0618498191522865,0,0,0,0.115676591515638,0.00720390086439068,0
"SL380016",0,0.0874057233419265,0,0.0787113020413208,0,0.166441667842288,0,0,0,0,0.0675822002395006,0,0.0876040308547633,0.132318350179145,0.0140367469467423,0.242857699143315,0,0,0,0.0660639553814331,0.0150881205784964,0.0418902034510685
"SL380041",0.0039821813973881,0.0785996723539178,0.0640355667977026,0,0,0.0498216826800844,0,0.00573789558458231,0,0,0,0.0118372747752976,0,0.210371243133349,0,0.0478200290562978,0,0,0,0.467347287070133,0.0298832766425093,0.0305638905087388
"SL380080",0.0264817822055267,0.070723251655598,0.0466626635266838,0.0465742388665592,0,0.177701267750243,0.145829969005201,0,0,0,0.0467156723733817,0,0,0.2350714935022,0.0424891388856231,0.0689614463303977,0,0,0,0.0927890758985854,0,0
"SL381464",0,0.0221117082721757,0.00320080517322255,0.133581978139309,0.0181595968237437,0,0.0837727650203078,0.0879236042231469,0,0,0.0308691815275536,0,0.000856932036186645,0.0788856772507025,0.0691053786207848,0.243639661942035,0,0.0586021122869112,0,0.128584021220135,0.0407065774637868,0
"SL381471",0,0.0345489186461812,0.0114538791544137,0,0.199534871748544,0.15855688742906,0,0,0,0,0.0796466272487322,0,0.018502261825295,0.116945593148262,0,0.00827088446016714,0.00411829310591949,0.0187894233678811,0,0.179837875208096,0.100064909941406,0.0697295747160433
"SL381483",0,0.0132186313762195,0.0109179827875321,0,0.0201777839060912,0.0151265480283741,0,0.0120768953765368,0,0.00258131986602478,0.0235853825697904,0,0,0.68066981367385,0.000500039075857144,0.214878538469121,0,0,0,0.00626706487060351,0,0
"SL381520",0,0.017595137144862,0.0723294418949266,0.0240146727432107,0.0763076327642384,0.0341801109865001,0.120823888674757,0,0,0,0.006180658097708,0,0,0.34466660813461,0.0233309163495428,0.0611160446542679,0,0.064679117060593,0,0.128862462851578,0.0199255163905901,0.00598779225261554
"SL382077",0,0.140152353125735,0.0657286228838167,0.068162455908584,0,0.318198813179781,0,0.0161805097498322,0,0,0,0.0223964731585945,0.0528197586108802,0.0859996776180611,0.0214100044957833,0.12370346980287,0,0.00716426569624118,0.078083595769821,0,0,0
"SL382099",0,0.0270367484104245,0.0299750825823182,0.074400297061527,0,0.185306722400966,0.0734957179793872,0.00580313972619862,0,0,0.0277877413841483,0,0.0964973011194223,0.138329454326581,0.0486191912588142,0.150448098136619,0.00257914429828677,0,0,0.0884593228996645,0.0512620384156425,0
"SL382124",0,0.0118364486613732,0.0477314055157945,0.0128181241300014,0.140310959653227,0.100975059493425,0,0.0278206249247314,0,0,0.0223798662306874,0.0193328379401336,0.0874302674001328,0.227358595399582,5.89027334925651e-05,0.120007448471593,0,0,0,0.126719431717777,0.0552200277280492,0
"SL383151",0,0.0645928774936706,0.100220064699638,0,0.0069085904974904,0.249295270788206,0,0.00550153686419162,0,0,0.0465283519218077,0,0.0735298462815515,0.216951629387304,0.0205608771193678,0.170826584388653,0,0.00810661221645139,0,0.0289933342145792,0.0079844241270881,0
"SL383159",0,0.311475251823644,0.0891638046603134,0,0.00486517771596465,0.224873854427296,0.0121341474142053,0.0348096381714794,0,0,0.0585613420932725,0,0.0150381932337834,0.0597548219828734,0,0.00831193090786847,0,0.0312907974423827,0,0.121063141498761,0.0254385709786821,0.00321932764947369
"SL383164",0,0.105448863003956,0.0468848943167698,0,0,0.213289045538461,0,0.0138829660163698,0.00989179627191758,0,0.0292904464279094,0,0,0.311193108760286,0.00489013471808818,0.044394872186952,0,0,0,0.132117602752853,0.0133112923630755,0.0754049776433622
"SL383852",0,0.157243074351874,0.148762794164598,0.116318514192622,0,0.185579393238235,0.0466746935963913,0,0,0,0.0740931367704774,0,0.0228678374536359,0.0323394619614677,0.00995559612114912,0.0457741377556379,0.00454286872958685,0.0208204308074503,0,0.108233007150281,0.0267950537065933,0
"SL383866",0.0586609170247722,0,0.110545327774916,0.00411874481680727,0.13074029692001,0.172635565111776,0,0,0,0,0.111814633069586,0,0.0458647099536202,0.121715285871528,0,0.10935095961113,0,0.00203344875229481,0,0.13252011109356,0,0
"SL383888",0,0.122019760971685,0.0365967564227598,0.0970089296742599,0,0.206749613716857,0.046469166224429,0,0,0,0.0394553970401185,0,0.0284862721325396,0.183900718675835,0.00776868573164285,0.0836894626855779,0.00539198182792046,0,0,0.0796914028464199,0.0584103551460388,0.00436149690391677
"SL383889",0.0335652956908142,0.0273098133122344,0.0631579209220065,0.0255194781602687,0,0.302566932006713,0.000661876283835242,0.0614529520970172,0,0,0.00538124266569029,0,0.00293650861362828,0.214523475371234,0.0508822352302977,0.159111089724101,0,0,0,0.0529311799221589,0,0
"SL383909",0.0342548295542468,0.0756745544359403,0.0278460825128327,0.159077916314022,0,0.24588933759355,0.0293301201582968,0.0226866005677864,0,0,0.00444668031574511,0,0.0666764453140882,0.0942557063038901,0.0415999983617965,0.0572598458322388,0,0.00515112348817993,0,0.0747584948194677,0.0610922644279189,0
"SL383924",0.240969506496514,0.029401856521717,0.0970787947011642,0.0842775601366543,0,0.152489654415523,0.0173053710241814,0,0,0,0.0492493238743598,0,0.0108033342528658,0.0996309326515044,0,0.0192795917474642,0,0.0539965946859145,0.00348765622292493,0.0879156895152412,0.0541141337539714,0
"SL385410",0,0.338565798335972,0.0409702964553837,0,0.0463790329937959,0.326335441888288,0,0.000150130381124351,0,0,0,3.9921858577628e-05,0.0625998718982462,0.0464023198515537,0.00469666488179695,0.0181519046234707,0,0,0.0227419856217394,0,0.0929666312100508,0
"SL385413",0,0.055053957289239,0.0498713849440094,0.202548500279855,0,0.24321532720414,0,0,0,0,0.0600173064443138,0,0.061410402956143,0.159224215313626,0.00238377529237879,0.0503459519808423,0.000586893769388163,0,0,0.0938523660522724,0.0214899184737931,0
"SL385418",0.0781535839762677,0.0318111212253367,0.149694652123322,0,0,0.20575811152187,0,0.0100157342786566,0,0,0.0719952127754506,0,0.00133248381383727,0.193504254323334,0,0.0886617567628173,0,0.00990119864879151,0,0.159171890550317,0,0
"SL385420",0,0.150044696020298,0.0763500565476943,0,0.0349327003530873,0.175435599857762,0.0916143277622008,0,0,0,0.0939217621068433,0,0.0180538043100759,0.102595039628023,0,0.061958141267902,0,0.0357615550849569,0,0.112055960827823,0.0411156936347995,0.00616066259853365
"SL385431",0,0.0287236907563505,0,0,0,0.304498198184624,0,0,0.0238618095664977,0,0.0968773281091627,0,0.082889900420178,0.25629984504262,0,0,0,0,0,0.137972849970938,0.0688763779496297,0
"SL385440",0,0.102119262028559,0.0652903128525661,0.0426767660301649,0,0.301096418120385,0.0407566255062075,0.000576553927444254,0,0,0.025314373122155,0,0.0352682185667577,0.0655403096667324,0.0366364087732599,0.0768107186189927,0.0109925423319504,0.0253878765775285,0.00261868552836875,0.0907686202200725,0.0781463081288554,0
"SL385441",0,0,0.00188149885957798,0,0,0.498606090947615,0,0.0295285632432032,0,0,0.0146590965863812,0.0195925523846079,0.134784531213114,0.208341499511766,0.000912595046654674,0.00635662434609951,0,0,0.0634461441897574,0,0.0218908036712227,0
"SL385458",0.00272405786690511,0.0281265857681886,0.0231215984376371,0,0.09880533350843,0.234777802189858,0,0,0,0,0.0174965231895103,0,0.0814723022994167,0.301801775822028,0.00789673566203128,0.149880193361034,0,0,0,0.0475401029507887,0.00635698894417294,0
"SL385460",0,0.0501023538348747,0.0114990930071915,0.028152303042478,0,0.214800702830473,0,0.00198375241247371,0,0,7.49929517634584e-05,0,0.0950248308290905,0.351353312873384,0.00815010275156238,0.0143594258049151,0,0,0,0.202939296147509,0.0215598335142851,0
"SL385462",0.0292844609074432,0,0,0.294936846021765,0,0,0,0.0591700126773923,0,0,0.0595263971437984,0.0797142248314805,0.151770617735494,0.160968108409362,0,0,0,0,0.149619504074647,0,0.0150098281986169,0
"SL385470",0,0.0431585190344907,0.0296033470339061,0.0219876957945689,0,0.121845726742842,0.0281063193633151,0.0309648199523088,0,0,0.0788439725476306,0,0,0.282500032449155,0.00626344674277856,0.0714366899371876,0,0.0117167677547607,0,0.232103972358142,0.0127751432772953,0.0286935470116193
"SL385480",0,0.0143251727162948,0.0118286506478346,0,0,0.0836217476658723,0,0.00523909522574645,0,0,0.0361784387822747,0,0,0.474379146846879,0.0128468225622737,0.047352711903424,0,0,0,0.271220194854952,0.0129478320573444,0.0300601867371041
"SL385481",0,0.00799353799215583,0.0684898425228502,0,0,0.0743775195946886,0.108337145256456,0,0,0,0.0362300380459478,0,0,0.460961668664892,0,0.232890025576592,0,0,0,0,0.0107202223464176,0
"SL385485",0,0.0246315338395743,0.0280019593077315,0,0.00707580940695992,0.262004866667076,0,0,0.0084515398155424,0,0,0,0.0179767741045075,0.364875597265465,0,0.109574533949266,0,0.0214794445737679,0,0.121756766265098,0.034171174805012,0
"SL385487",0.126460249488953,0,0.175413234471171,0.204641550125008,0,0.103592564104245,0.0463598765691025,0.0173684185611245,0,0,0.00739074462035946,0.00502744926631063,0.0555151856075779,0.0875704824018541,0.0129125508715298,0.110783346540701,0,0.00498738461948225,0.0173546327682979,0.0130658576278698,0.0115564723564124,0
"SL385488",0.052933105115463,0,0,0,0,0.0388147739341472,0,0,0.0131560169163477,0,0.0271381603249061,0,0,0.552961283672675,0,0.274485927557448,0,0,0,0.0405107324790132,0,0
"SL385597",0.131249376847626,0,0.0247217552482115,0.133242617997164,0,0.351200026164396,0.0266916422623424,0.00150760386943457,0,0,0,0,0.0496970948884608,0.171858960601041,0.0202484272762709,0.041981397029363,0,0.00636485884787841,0,0.0402574187370732,0.000978820230738279,0
"SL385609",0.0282130865573947,0.138041664653862,0.0289726461877265,0.000505544110994872,0.0482749485501035,0.0803961791871519,0.07433941588613,0,0,0,0.0867332651563736,0,0,0.269719595680215,0.0845225111576092,0.0690095844468493,0,0.0179535563793369,0,0.0698779693947809,0,0.0034400326514718
"SL385614",0,0.0332313392852946,0.0158408653360053,0.138898980525407,0.146469476739096,0.0406752184446435,0.112720759377096,0,0,0,0.0319253316721436,0.00677140833242384,0.0330236754213865,0.0991758306174312,0.0332245041944904,0.0794846478681399,0,0.0838996490331272,0,0.103786838008478,0.0408714751448375,0
"SL385620",0.0789094778123356,0,0.0252411562182494,0.0250508505478006,0,0.223258675719451,0.140588733234714,0.00646151801728353,0,0,0.0690130936543278,0.00844206317581304,0.126365909149989,0.163799023378698,0.0182276139695656,0.0909273563140707,0,0,0,0.0078869551259218,0.0071120531173725,0.00871552056440679
"SL385621",0.0370632816399196,0.00425223237553426,0.00289545305159457,0,0.0196753641659263,0.176910052980172,0,0,0.00736262525091176,0,0.0571965030687674,0,0.0204842532156716,0.521266570527364,0.00902223750981422,0,0.000312288422544313,0,0,0.112550148846159,0.0310089889456214,0
"SL385622",0,0,0.00509018014336741,0,0.130306595585386,0.150886998818319,0,0,0,0,0,0.0512626277364704,0.0034877507822571,0.240784580532275,0.0079278519066261,0.109950311348929,0,0.0710230862012859,0,0.087447961163956,0.14183205578113,0
"SL385644",0.0108537432723059,0,0.0042014129461666,0.0468240928950771,0,0.319967539545683,0,0,0,0,0,0.0183225985116054,0.0906675319102201,0.0968468657445182,0.0375165309451975,0.145361216977279,0,0,0,0.0817341674970837,0.147704299754863,0
"SL387121",0.0469977815790571,0,0.00411473205756979,0,0,0.120200543546072,0,0.00356058808245804,0,0,0,0.0394358238651948,0,0.395896164225745,0.00548963328417809,0.207882023439221,0,0,0,0.167051856038713,0.00164688016943692,0.00772397371235385
"SL387122",0.0108656470102601,0,0,0,0,0.419852251109501,0,0.00617186255279617,0.00835392541515433,0,0.0991741402810655,0.00399984861089418,0.109230124342771,0.178308602250283,0,0,0,0,0,0.150990815856889,0.0130527825703846,0
"SL387129",0,0.0786669757539746,0.0545249966412587,0.0794315721878514,0,0.286555276244421,0.0286354075128796,0,0,0,0.0457691501845529,0,0.0639048718142883,0.0210753107668429,0,0.0403181275857119,0,0.0062875195020005,0,0.204758792681358,0.0791802865884223,0.0108917125364379
"SL387147",0,0.0623782041028891,0.0730663128052063,0.00578691401943661,0.0565199631579341,0.107409692377007,0.182109003425698,0,0,0,0.0487013954158716,0,0,0.22392648075742,0.0479472796742951,0.159840659248387,0,0,0.0303263190042365,0.00198777601161801,0,0
"SL387154",0.149263991852598,0,0.0409536373569351,0.0186779520507952,0.145142047760492,0.0948420408502952,0.0429490504346862,0.0122694987356538,0,0,0.0771666242501578,0,0.0140647726317987,0.262912682044516,0.00642718771246291,0.0492626126286194,0,0,0,0.078223596593262,0.00784430509772715,0
"SL387207",0.140613282466782,0,0.0813873870578345,0.0228972642878972,0.00806065241435509,0.0420559689503235,0.0471081294642213,0,0,0,0.00994241048385031,0,0,0.339929013283423,0.00918973377672031,0.254784353700326,0,0,0.0404798258512309,0.00355197826303536,0,0
"SL387346",0,0.317823867111558,0.0987500211931945,0.00973411648978914,0.0501197202199476,0.204259089193557,0.0113434101642919,0,0,0,0.0712314196575711,0,0,0.162957255364847,0.0150821229928872,0.00543150361665705,0,0.00177928643671438,0,0.0514881875589847,0,0
"SL390328",0,0.0158812859882145,0.0143193836290709,0.0301218958205526,0,0.0551077131641719,0.183967168831774,0.0380579538420705,0,0,0.0453715648974507,0.0193063146969252,0.00583959461013144,0.116555759046219,0.131885324476457,0.197762818551319,0.00489479598722104,0,0,0.113638258650779,0.00175074908371503,0.0255394187239268
"SL390351",0.0668949072194043,0,0.0803453093608929,0,0,0.0226757388823771,0,0.0048216190793823,0,0,0.0162335101934197,0,0.000576874500482903,0.660649610630002,0,0.128719569201674,0,0,0,0.0190828609323652,0,0
"SL391415",0.0231269501327569,0,0.00813923612617036,0.0762329292648048,0,0.126068998941758,0.0439465807534445,0.0356306297863205,0,0,0.00236207427206536,0.000677979537707759,0.0226235793913529,0.300749148318668,0.0323935840208358,0.284040743481191,0,0,0,0.0440075659729241,0,0
"SL392445",0,0.0830797686454512,0.0715663622299821,0.038489730414841,0,0.24987355001664,0,0,0,0,0.0460869877069362,0.0105395805438488,0.0438489511790025,0.209637003302526,0.0996842223864343,0.052122189768775,0.00647189723148357,0,0,0.0784228890568762,0.0101768675172031,0
"SL392447",0.0342771346324439,0,0.106940752963545,0.0214756343183904,0,0.126519840053439,0,0.0157166904936313,0,0,0.0333944478787098,0,0.0354416273557833,0.191793303742206,0,0,0,0.00641237576088746,0,0.315522769902473,0.112505422898491,0
"SL392448",0,0.169347977639004,0.0357790100781617,0.00899403108131638,0.0575639444308013,0.251882041367153,0,0,0,0,0,0.00585165783653218,0.0230871887937076,0.0626640823838143,0,0.206940739624004,0.0239042745320629,0.0327531412791932,0,0.0798394892575796,0.0413924216966702,0
"SL392461",0,0.147646868569311,0.0183107920057087,0.00874081229185754,0.0468496679566858,0.0140076828058579,0,0.0688961181285612,0.020342929083344,0,0.052854235495106,0.0416147978403102,0.09293293980413,0.308407590078307,0.0101020527581812,0.0645287179006489,0,0,0,0.104764795281991,0,0
"SL392464",0,0.100854118150685,0.0625186340969152,0.0114077335714785,0,0.311291749266875,0.040145008938256,0.0330586092497495,0,0,0.0514623475887762,0,0.0281904119726717,0.120379062989871,0.0318012151550562,0.093489112950398,0.00917064846519055,0,0.0216839552819815,0.0845473923220954,0,0
"SL392486",0.0299734428954595,0.0651708162353438,0.0389806971163442,0.0424484877536873,0,0.30934617826386,0,0.00627368861989903,0,0,0,0.0138111466818958,0.171003009687188,0.257623816953479,0.00426001781089192,0.0475897842721814,0,0,0.000940937972040941,0,0.0125779757377294,0
"SL392491",0.0102706786180287,0.109717581328597,0.0371203477130556,0.0393523054964021,0,0.19342815427899,0.0620862585776665,0.051884259189674,0,0,0.0249889984685511,0,0,0.0988152363911781,0.0233337259853667,0.0303911168046783,0,0.094534040661716,0,0.130048611774972,0.0487045640853295,0.0453241206257942
"SL392651",0,0.0367465248917161,0.0438554315337758,0.0500277992128721,0,0.139064364287685,0.0698045380299972,0.0415503459308957,0,0,0.0453970279586465,0,0.0175683664405115,0.161732570808989,0.0861943304150804,0.0269929453192642,0,0.00974080881595583,0,0.185827010987577,0.0794216137305194,0.00607632163651408
"SL392652",0,0.0737659266539848,0.0713923751305286,0.0108520436191603,0.024589912947375,0.161409735517462,0.0257962288519574,0,0,0,0.0855029663830566,0,0.0404794268388473,0.138208684812412,0.0083893180076716,0.0772526480106082,0,0,0,0.178227396874552,0.0868715321799707,0.0172618041724135
"SL392654",0,0.0777555990207352,0.0199070215918232,0.0136906849443625,0,0.253444764101506,0,0,0,0,0.0547929876404066,0,0.0168227278227875,0.238597609418854,0.0033309213075913,0.0689051248399303,0.00117405914647711,0,0,0.109606603221005,0.0751735525621234,0.0667983443823978
"SL392655",0,0.0305075870265747,0.0386246085254396,0.0259367168799189,0.0539891859171829,0.207274108446194,0.137342965490377,0,0,0,0.0862695186038911,0,0.0543547615589165,0.118741571288756,0.0471333087539935,0.0883873300378444,0,0.0221249292632799,0,0.0609199441283523,0.0283934640792789,0
"SL392658",0,0.0966449304383527,0.0219331702574089,0.0310420923804337,0,0.196520661770356,0,0.0450309555824628,0,0,0.0435079722068987,0,0.0575331332727114,0.347844497784944,0.00979246723571029,0.0681813038858319,0,0,0,0.0487788831002282,0.033189932084661,0
"SL392659",0,0.088774521596494,0.128087740633491,0.0122261414246367,0,0.349213113632627,0.0560720699118635,0,0,0,0.0447159794456191,0,0.02780779079626,0.0428390977452626,0,0.133853537291773,0.0128806311590743,0.0285907150940807,0.0127645881810404,0.0303209801290316,0.031853092958746,0
"SL392660",0,0.0797295629299287,0.0311028448936537,0.0184029157034092,0.0518664359414723,0.223337414548945,0.00292497525088478,0.00202810864374718,0,0,0.125902392449662,0,0.0410818055485975,0.259877863873519,0,0.0558446085782343,0,0,0,0.104653955513678,0.00324711612426862,0
"SL392667",0,0.0265131363600674,0.00636018528263831,0.0167256454241311,0,0.235267352871883,0.00919976363832844,0.0013701314715961,0,0,0.0345564044721739,0,0.0572181511366222,0.17511590663447,0.00172687322432152,0.172311962524875,0.00501667860292371,0.0161203129020256,0.223193929713383,0.0099557528853914,0.00934781285516962,0
"SL392674",0.311825818483944,0,0.191705497019006,0.00935969008191898,0,0,0,0.0418620740051116,0.00212775922772614,0,0.0228510591238282,0,0.0809050307999918,0.238766327032245,0.00449120525389577,0.0144050731240006,0,0.00131987404477122,0,0.0803805918035611,0,0
"SL392676",0.0801992261172266,0.119533353074149,0.0105067944666966,0.0379692757732574,0.00477511957890903,0.165504316016755,0.123841873254534,0,0,0,0.0694990437720947,0,0.0148333694754703,0.0592668423342388,0.0929125479063662,0.056406528521893,0.000976838170687131,0.00533081783226931,0,0.0719204179498999,0.0865236357555535,0
"SL392688",0,0.0736180235266447,0.097405483069775,0.0400816380352181,0,0.272429881927071,0.0246182786117609,0.00384860189792278,0,0,0.0551499897323428,0,0.00937972721868868,0.125034984977446,0,0.0773535075164649,0,0.0415944151356777,0,0.14223538788279,0.0372500804681966,0
"SL392700",0,0.0891996574985139,0.0137732260371414,0.0589814463893531,0,0.145228159279057,0.0590701092484798,0.00372599595630338,0,0,0.0418695065820986,0,0.0164317598444092,0.233762863532825,0.00276865614323633,0.128504366766806,0,0.0893500258161075,0.00257158550577302,0.0048341639391438,0.1087424964206,0.00118598104015226
"SL392731",0.0590722487519882,0.0150154850658454,0.0725632313799139,0.0140648451503018,0,0.300120892702378,0,0,0,0,0.0411326968654396,0,0.0405586382673939,0.229680565719476,0.00992515686773397,0.0949667325141819,0,0,0,0.104553414423871,0.0183460922914765,0
